name,category,price
САЛАТ КАПУСТА МОРСКАЯ ПО КОРЕЙСКИ С БАКЛАЖАНАМИ САНТА-БРЕМОР пл/б 150гр,ГАСТРОНОМИЯ,225
САЛАТ КАПУСТА МОРСКАЯ ПО КОРЕЙСКИ С МОРКОВЬЮ САНТА-БРЕМОР пл/б 150гр,ГАСТРОНОМИЯ,225
САЛАТ КАПУСТА МОРСКАЯ ПО КОРЕЙСКИ С ГРИБАМИ САНТА-БРЕМОР пл/б 150гр,ГАСТРОНОМИЯ,225
ПРЕСЕРВА КАПУСТА МОРСКАЯ ДАЛЬНЕВОСТОЧНАЯ САНТА БРЕМОР пл/б 150гр,ГАСТРОНОМИЯ,225
САЛАТ КАПУСТА МОРСКАЯ В МАРИНАДЕ VICI пл/б 150гр,ГАСТРОНОМИЯ,260
САЛАТ КАПУСТА МОРСКАЯ ПО КОРЕЙСКИ С МОРКОВЬЮ В МАРИНАДЕ VICI пл/б 150гр,ГАСТРОНОМИЯ,260
САЛАТ КАПУСТА МОРСКАЯ ВИТАМИННАЯ С ОВОЩАМИ В МАРИНАДЕ VICI лоток 150гр,ГАСТРОНОМИЯ,260
САЛАТ КАПУСТА МОРСКАЯ КЛАССИЧЕСКАЯ В МАРИНАДЕ VICI лоток 150гр,ГАСТРОНОМИЯ,260
САЛАТ КАПУСТА МОРСКАЯ DOLCE LINE С МАРИНОВАННЫМ ЛУКОМ АС пл/б 200гр,ГАСТРОНОМИЯ,335
ПАЛОЧКИ ЛЮБО ЕСТЬ СУРИМИ VICI охл в/у 200гр,ГАСТРОНОМИЯ,680
МЯСО СУРИМИ ЛЮБО ЕСТЬ VICI охл в/у 200гр,ГАСТРОНОМИЯ,715
ПАЛОЧКИ КРАБОВЫЕ VICI охл в/у 200гр,ГАСТРОНОМИЯ,850
ПАЛОЧКИ КРАБОВЫЕ С МЯСОМ НАТУРАЛЬНОГО КРАБА VICI охл в/у 200гр,ГАСТРОНОМИЯ,850
ПАЛОЧКИ КРАБОВЫЕ СНЕЖНЫЙ КРАБ VICI охл в/у 150+20гр,ГАСТРОНОМИЯ,1020
ПАЛОЧКИ КРАБОВЫЕ СНЕЖНЫЙ КРАБ MOONSTERY VICI CRAB STICKS охл в/у 180гр,ГАСТРОНОМИЯ,1120
ПАЛОЧКИ КРАБОВЫЕ С МЯСОМ КРАБА VICI в/у 250гр,ГАСТРОНОМИЯ,1650
ПАЛОЧКИ КРАБОВЫЕ ИЗ СУРИМИ VICI охл в/у 500гр,ГАСТРОНОМИЯ,2115
РЫБА ЛЕЩ СТАНДАРТ СОЛЕНО СУШЕНЫЙ РЕЧНЫЕ палочки блистер 40гр,ГАСТРОНОМИЯ,370
РЫБА КАРАСЬ СТАНДАРТ СОЛЕНО СУШЕНЫЙ РЕЧНЫЕ палочки блистер 40гр,ГАСТРОНОМИЯ,370
РЫБА ЛЕЩ ВЯЛЕНЫЙ АС подложка 100гр,ГАСТРОНОМИЯ,379
РЫБА СЕЛЬДЬ ФИЛЕ ТРИ КИТА ломтики к пиву х/к в/у 70гр,ГАСТРОНОМИЯ,389
РЫБА СОМ СТАНДАРТ СОЛЕНО СУШЕНЫЙ РЕЧНЫЕ палочки блистер 40гр,ГАСТРОНОМИЯ,425
РЫБА САЗАН СТАНДАРТ СОЛЕНО СУШЕНЫЙ РЕЧНЫЕ палочки блистер 40гр,ГАСТРОНОМИЯ,425
РЫБА ГОРБУША СТАНДАРТ СОЛЕНО СУШЕНАЯ РЕЧНЫЕ палочки блистер 40гр,ГАСТРОНОМИЯ,445
НАБОР ПИВНОЙ АС в/у 100гр,ГАСТРОНОМИЯ,555
НАБОР К ПИВУ ИЗ МАЛЯНОЙ РЫБЫ VICI в/у 150гр,ГАСТРОНОМИЯ,685
РЫБА СЕЛЬДЬ РЫБПРОМ с/с вес,ГАСТРОНОМИЯ,1180
РЫБА СКУМБРИЯ АТЛАНТИЧЕСКАЯ КУСОЧКИ VICI х/к 250гр,ГАСТРОНОМИЯ,1255
РЫБА СЕЛЬДЬ RADOVNYA с/с 350+ вес,ГАСТРОНОМИЯ,1289
РЫБА ЛЕЩ АС х/к вес,ГАСТРОНОМИЯ,1345
РЫБА ЛЕЩ ПОТРОШЕННЫЙ АС х/к вес,ГАСТРОНОМИЯ,1425
СЫР С ГОЛУБОЙ БЛАГОРОДНОЙ ПЛЕСЕНЬЮ DANA BLU вес,ГАСТРОНОМИЯ,5435
СЫР ЧЕЧИЛ КОСИЧКА КОПЧЕНАЯ ИП АГРАМАНЯН п/пакет вес,ГАСТРОНОМИЯ,3635
СЫР СЛИВКИ ЛАМБЕР 55% вес,ГАСТРОНОМИЯ,4065
СЫР СМЕТАНКОВЫЙ KARKARA 50% вес,ГАСТРОНОМИЯ,3430
СЫР SMETANKOVYI КЛУБ СЫРА 55% вес,ГАСТРОНОМИЯ,3360
СЫР ВИТЯЗЬ КЛУБ СЫРА 50% вес,ГАСТРОНОМИЯ,3360
СЫР AIVENGO КЛУБ СЫРА 50% вес,ГАСТРОНОМИЯ,3360
СЫР HOLLANDSKYI КЛУБ СЫРА 45% вес,ГАСТРОНОМИЯ,3360
СЫР ЧЕРНЫЙ РЫЦАР НОМАД 50% вес,ГАСТРОНОМИЯ,2525
СЫР ГОЛЛАНДСКИЙ ЛЮКС НОМАД 45% вес,ГАСТРОНОМИЯ,2525
СЫР КОРОЛЕВА МАРГО НОМАД 50% вес,ГАСТРОНОМИЯ,2525
СЫР PREMIUM КОСТРОМСКОЙ НОМАД 45% вес,ГАСТРОНОМИЯ,2525
СЫР СЛИВОЧНЫЙ НОВЫЙ ЛЮКС НОМАД 45% вес,ГАСТРОНОМИЯ,2525
СЫР PREMIUM ПОШЕХОНСКИЙ НОМАД  45% вес,ГАСТРОНОМИЯ,2525
ЯЙЦО КУРИНОЕ С1 КУРОЧКА РЯБА картон/лоток 10шт,ГАСТРОНОМИЯ,390
ЯЙЦО КУРИНОЕ С1 КУРОЧКА РЯБА пл/лоток 10шт,ГАСТРОНОМИЯ,455
ЯЙЦО КУРИНОЕ С2 ЖАС-КАНАТ лоток 10шт,ГАСТРОНОМИЯ,465
ЯЙЦО КУРИНОЕ С1 ЖАС-КАНАТ лоток 10шт,ГАСТРОНОМИЯ,520
ЯЙЦО КУРИНОЕ С2 КАЗГЕР КУС лоток 10шт,ГАСТРОНОМИЯ,520
ЯЙЦО КУРИНОЕ С1 КАЗГЕР КУС лоток 10шт,ГАСТРОНОМИЯ,550
ЯЙЦО КУРИНОЕ ОТБОРНОЕ КАЗГЕР КУС лоток 10шт,ГАСТРОНОМИЯ,565
ЯЙЦО КУРИНОЕ ПРЕМИУМ КАЗГЕР КУС лоток 10шт,ГАСТРОНОМИЯ,575
ЯЙЦО КУРИНОЕ ЭЛИТ КАЗГЕР КУС лоток 10шт,ГАСТРОНОМИЯ,585
ЯЙЦО КУРИНОЕ С1 КАЗГЕР КУС лоток 15шт,ГАСТРОНОМИЯ,825
ЯЙЦО КУРИНОЕ ОТБОРНОЕ КАЗГЕР КУС лоток 15шт,ГАСТРОНОМИЯ,845
ЯЙЦО КУРИНОЕ ПРЕМИУМ КАЗГЕР КУС лоток 15шт,ГАСТРОНОМИЯ,860
ЯЙЦО КУРИНОЕ С0 КУРОЧКА РЯБА кар/кор 20шт,ГАСТРОНОМИЯ,905
ЯЙЦО КУРИНОЕ ПРЕМИУМ КАЗГЕР КУС лоток 20шт,ГАСТРОНОМИЯ,1080
СМЕСЬ МОЛОЧНАЯ NESTOGEN 4 NESTLE карт/кор 600гр,ДЕТСКОЕ ПИТАНИЕ,2635
СМЕСЬ МОЛОЧНАЯ NESTOGEN 3 NESTLE карт/кор 600гр,ДЕТСКОЕ ПИТАНИЕ,2635
КАША ОВСЯНАЯ МОЛОЧНАЯ NESTLE карт/кор 220гр,ДЕТСКОЕ ПИТАНИЕ,800
КАША ГРЕЧНЕВАЯ МОЛОЧНАЯ NESTLE карт/кор 220гр,ДЕТСКОЕ ПИТАНИЕ,800
КАША МОЛОЧНАЯ МУЛЬТИЗЛАКОВАЯ С ГРУШЕЙ И ПЕРСИКОМ NESTLE zip-lock 220гр,ДЕТСКОЕ ПИТАНИЕ,800
КАША МОЛОЧНАЯ ОВСЯНАЯ С КУССОЧКАМИ ГРУШИ NESTLE zip-lock 220гр,ДЕТСКОЕ ПИТАНИЕ,800
КАША МОЛОЧНАЯ МУЛЬТИЗЛАКОВАЯ С БАНАНОМ И ЗЕМЛЯНИКОЙ NESTLE zip-lock 220г,ДЕТСКОЕ ПИТАНИЕ,800
КАША МОЛОЧНАЯ МУЛЬТЗЛАКОВАЯ С ЯБЛОКОМ ЧЕРНИКОЙ И МАЛИНОЙ NESTLE zip-lock 220гр,ДЕТСКОЕ ПИТАНИЕ,800
КАША МОЛОЧНАЯ ОВСЯНАЯ С ЯБЛОКОМ NESTLE zip-lock 220гр,ДЕТСКОЕ ПИТАНИЕ,800
КАША МОЛОЧНАЯ ПШЕНИЦА ТЫКВА NESTLE zip-lock 220гр,ДЕТСКОЕ ПИТАНИЕ,800
КАША ГРЕЧНЕВАЯ С ЯБЛОКОМ 1% АГУША карт/кор 200гр,ДЕТСКОЕ ПИТАНИЕ,705
КАША 5 ЗЛАКОВ МОЛОЧНАЯ 10% АГУША карт/кор 200гр,ДЕТСКОЕ ПИТАНИЕ,705
КАША РИСОВАЯ 1% АГУША карт/кор 200гр,ДЕТСКОЕ ПИТАНИЕ,705
КАША ГРЕЧНЕВАЯ МОЛОЧНАЯ 10% АГУША карт/кор 200гр,ДЕТСКОЕ ПИТАНИЕ,705
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА КЛУБНИКА BIG BAABOL CHUPA CHUPS 21,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,99
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА БАНАН BIG BAABOL CHUPA CHUPS 21,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,99
ЖЕВАТЕЛЬНАЯ РЕЗИНКА WINTERFRESH ORBIT пластинки 13гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,115
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА ДЕТСКАЯ КЛАССИЧЕСКАЯ ORBIT 10,2гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,115
ЖЕВАТЕЛЬНАЯ РЕЗИНКА JUICY FRUIT WRIGLEYS 13гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,115
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА ТУТТИ ФРУТТИ BIG BAABOL CHUPA CHUPS 21,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,129
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА СВЕЖАЯ МЯТА PURE FRESH MENTOS 15,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,135
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА ТУТТИ ФРУТТИ PURE FRESH MENTOS 15,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,135
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА НЕЖНАЯ МЯТА PURE WHITE MENTOS 15,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,135
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА КЛУБНИКА PURE WHITE MENTOS 15,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,135
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА ВИНОГРАД РОЛЛ PURE FRESH MENTOS 15,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,135
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА АРБУЗ РОЛЛ PURE FRESH MENTOS 15,5гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,135
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА МЯТА ORBIT 13,6гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,145
"ЖЕВАТЕЛЬНАЯ РЕЗИНКА ЛЕСНЫЕ ЯГОДЫ ORBIT 13,6гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,145
ПЕЧЕНЬЕ ORANGE CHOCO-PIE ORION карт/кор 360гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,855
ПЕЧЕНЬЕ CHERRY ORION CHOCO PIE карт/кор 360гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,855
ПЕЧЕНЬЕ BLACK CURRANT CHOCO PIE ORION карт/кор 360гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,855
ВОСТОЧНЫЕ СЛАДОСТИ КЛАССИЧЕСКИЙ АЗОВ РАХАТ ЛУКУМ пак 300гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,329
ВОСТОЧНЫЕ СЛАДОСТИ С АРАХИСОМ АЗОВ РАХАТ ЛУКУМ пак 300гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,329
ВАФЛИ СГУЩЕНОЕ МОЛОКО СУЛТАН 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,349
ВАФЛИ СЛИВОЧНЫЕ СУЛТАН 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,349
ВАФЛИ КОКОС СУЛТАН 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,349
ВАФЛИ СГУЩЕННОЕ МОЛОКО С КАКАО СУЛТАН 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,349
ВАФЛИ БАНАН СУЛТАН 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,349
ВАФЛИ КАПУЧИНО СУЛТАН 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,349
ВАФЛИ КАРАМЕЛЬ ГОЛЛАНДСКИЕ ЯШКИНО 290гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,299
КРУАССАНЫ СЛИВОЧНЫЙ КРЕМ ЯШКИНО 180гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,285
КРУАССАНЫ КЛУБНИЧНЫЙ ДЖЕМ ЯШКИНО 180гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,285
Жевательный мармелад STORCK Mamba Фрукты и йогурт пак 140г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,379
Жевательный мармелад STORCK Mamba Фруктовый микс пак 140г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,379
ХАЛВА ХАЛВИНКА АЛМАТИНСКАЯ пак 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,319
ХАЛВА С ИЗЮМОМ АЗОВСКАЯ пак 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,325
ХАЛВА С АРАХИСОМ АЗОВСКАЯ пак 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,325
ХАЛВА ПОДСОЛНЕЧНАЯ АЛМАТИНСКАЯ пак 325гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,235
ЩЕРБЕТ АРАХИСОВЫЙ АЗОВ пак 200гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,279
КАРАМЕЛЬ МОРОЖЕНОЕ CHUPA CHUPS пленка 12гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,50
КАРАМЕЛЬ ТОКИ-О CHUPA CHUPS пленка 12гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,50
Жевательные конфеты ЯШКИНО Бонди пак 30г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,65
КАРАМЕЛЬ FRUTTELELLA CHUPA CHUPS пленка 17гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,79
КОЗИНАК БАТОНЧИК ТИМОША пак 40гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,85
"КАРАМЕЛЬ ДВОЙНАЯ ПОРЦИЯ CHUPA CHUPS пленка 16,8гр",КОНДИТЕРСКИЕ ИЗДЕЛИЯ,95
Зефир CONFECTUM Пружинка с ароматом клубники пак 15г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,105
Набор конфет FERRERO Rocher пл/кор 300г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,3285
Набор конфет STORCK Merci ассорти карт/кор 400г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2745
КОНФЕТЫ ТИММИ КОНТИ вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1499
КОНФЕТЫ БАНАН ТИММИ КОНТИ вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1499
Набор конфет STORCK Merci ассорти карт/кор 250г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1385
Набор конфет STORCK Merci горький шоколад карт/кор 250г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1385
Набор конфет STORCK Merci молочный шоколад карт/кор 250г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1385
Набор конфет STORCK Merci миндаль карт/кор 250г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1385
Набор конфет STORCK Merci Мусс и шоколад карт/кор 250г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1385
КОНФЕТЫ ПРАЛИНЕ В КАРАМЕЛИ ЧИО-РИО ЯШКИНО вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1370
НАБОР КОНФЕТ RAFFAELLO FERRERO карт/кор 150гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1170
КОНФЕТЫ КАРАМЕЛЬ С АРАХИСОМ ЯРЧЕ ЯШКИНО вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,980
Набор конфет РАХАТ Куттыктаймыз карт/кор 270г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,825
Набор конфет MILLENIUM Любимов карт/кор 125г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,655
Корж ЗОЛОТОЕ КОЛЬЦО бисквитный светлый круглый пл/кор 400г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,595
Корж ЗОЛОТОЕ КОЛЬЦО бисквитный темный круглый пл/кор 400г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,595
Корж РУССКИЙ БИСКВИТ 400г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,630
ТОРТ ВАФЕЛЬНЫЙ КЛАССИЧЕСКИЙ ШОКОЛАДНИЦА КОЛОМЕНСКОЕ карт/кор 240гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,835
ТОРТ ВАФЕЛЬНЫЙ С АРАХИСОМ ШОКОЛАДНИЦА КОЛОМЕНСКОЕ карт/кор 270гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,935
ТОРТ ВАФЕЛЬНЫЙ ТРЮФЕЛЬ ШОКОЛАДНИЦА КОЛОМЕНСКОЕ карт/кор 250гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1010
ТОРТ ТРЮФЕЛЬ BAKER HOUSE карт/кор 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1025
ТОРТ ШВАРЦВАЛЬД BAKER HOUSE карт/кор 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1025
ТОРТ ТИРАМИСУ BAKER HOUSE карт/кор 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1025
ТОРТ ВИТТОРИЯ BAKER HOUSE карт/кор 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1025
ТОРТ МОХИТО BAKER HOUSE карт/кор 350гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1025
ПИРОЖНОЕ КОКОСОВЫЙ ПТИФУР BAKER HOUSE карт/кор 225гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1049
ПИРОГ БИСКВИТНЫЙ ВИШНЯ СО СЛИВКАМИ КАТАЛОНСКИЙ KOVIS BAKER HOUSE 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1199
ПИРОГ БИСКВИТНЫЙ КЛУБНИКА СО СЛИВКАМИ КАТАЛОНСКИЙ KOVIS BAKER HOUSE 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1199
ТОРТ КЛУБНИЧНОЕ ЧУДО БИСКВИТ МИР ТОРТИНИ пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2539
ТОРТ ДОМАШНИЙ АРЛАН пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1960
ТОРТ МЕДОВО СМЕТАННЫЙ АПРЕЛЬ пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1808
ПИРОЖНОЕ НАПОЛЕОН АПРЕЛЬ шт,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,520
ТОРТ ДАМСКИЕ ПАЛЬЧИКИ АПРЕЛЬ мини пл/кор 400гр,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,865
ПИРОЖНОЕ ОСОБОЕ МИР ТОРТИНИ 5шт,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1149
ПИРОЖНОЕ ФУРШЕТ АРЛАН шт,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1495
РУЛЕТ ОРЕХОВЫЙ АПРЕЛЬ пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1555
ТОРТ БЕЛОСНЕЖКА АПРЕЛЬ пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2185
ТОРТ СЛАСТЕНА АПРЕЛЬ вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2185
ТОРТ АДОНИС АПРЕЛЬ  вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2185
ТОРТ ЙОГУРТНЫЙ АПРЕЛЬ пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2300
ТОРТ ТВОРОЖНЫЙ АПРЕЛЬ пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2300
ТОРТ ШАРМ-ЭЛЬ-ШЕЙХ АПРЕЛЬ пл/кор вес,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,2300
Паста NUTELLA шоколадная 350г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,1365
Паста LINO Lada Duo шоколадная стекл/банка 350г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,590
Паста KDV шоколадная пл/банка 350г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,599
Паста KDV арахисовая пл/банка 350г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,545
Батончик NESTLE KIT KAT мультипак пак 169г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,525
Батончик NESTLE Nesquik mini мультипак 171г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,525
Батончик NESTLE KIT KAT Темный с хрустящей вафлей пак 169г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,525
Шоколад NESTLE KIT KAT Senses coconut deluxe плитка 112г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,310
Шоколад NESTLE KIT KAT Senses caramel cappuchino плитка 112г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,310
Шоколад NESTLE KIT KAT Senses double chocolate плитка 112г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,310
Шоколад NESTLE KIT KAT Gold edition Карамельный белый плитка 112г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,310
Шоколад NESTLE KIT KAT Senses Dark orange taste плитка 112г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,310
Шоколад БАБАЕВСКИЙ Темный с изюмом и фундуком 100г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,369
Шоколад БАБАЕВСКИЙ Горький 100г,КОНДИТЕРСКИЕ ИЗДЕЛИЯ,385
ТУШЕНКА ГОВЯЖЬЯ СЕМЕЙНЫЙ БЮДЖЕТ в/с ж/б 500гр,КОНСЕРВАЦИЯ,845
ТУШЕНКА ГОВЯЖЬЯ СЕМЕЙНЫЙ БЮДЖЕТ 1/с ж/б 500гр,КОНСЕРВАЦИЯ,779
ГОВЯДИНА ТУШЕНАЯ СЕМЕЙНЫЙ БЮДЖЕТ ГЛАВПРОДУКТ ГОСТ 338гр,КОНСЕРВАЦИЯ,759
ГОВЯДИНА ТУШЕНАЯ СЕМЕЙНЫЙ БЮДЖЕТ ГЛАВПРОДУКТ ГОСТ высший сорт 338гр,КОНСЕРВАЦИЯ,759
ГОВЯДИНА ТУШЕНАЯ СЕМЕЙНЫЙ БЮДЖЕТ ГЛАВПРОДУКТ высший сорт 325гр,КОНСЕРВАЦИЯ,635
ПЕЧЕНЬ ТРЕСКИ НАТУРАЛЬНАЯ КУБЛЕЙ ж/б 240гр,КОНСЕРВАЦИЯ,565
ГОВЯДИНА ТУШЕНАЯ СЕМЕЙНЫЙ БЮДЖЕТ ГЛАВПРОДУКТ 1 сорт 325гр,КОНСЕРВАЦИЯ,575
ПЕЧЕНЬ ТРЕСКИ НАТУРАЛЬНАЯ КУБЛЕЙ  ж/б 160гр,КОНСЕРВАЦИЯ,440
КУЫРДАК ИЗ ГОВЯДИНЫ КУБЛЕЙ 325гр,КОНСЕРВАЦИЯ,329
КУЫРДАК БАРАНИЙ КУБЛЕЙ ж/б,КОНСЕРВАЦИЯ,329
ПАШТЕТ ИЗ ГОВЯЖЬЕЙ ПЕЧЕНИ HAME фольга 75гр,КОНСЕРВАЦИЯ,205
ПАШТЕТ ИЗ ИНДЕЙКИ HAME фольга 75гр,КОНСЕРВАЦИЯ,205
ПАШТЕТ ИЗ МЯСА ПТИЦЫ HAME фольга 75гр,КОНСЕРВАЦИЯ,205
ПАШТЕТ ИЗ ГУСИНОЙ ПЕЧЕНИ HAME фольга 75гр,КОНСЕРВАЦИЯ,205
ГРИБЫ ШАМПИНЬОНЫ ПО ПРОВАНСКИ ЦЕЛЫЕ БОНДЮЭЛЬ ст/б 580мл,КОНСЕРВАЦИЯ,1035
ОГУРЦЫ КОРНИШОНЫ МАРИНОВАННЫЕ LORADO 3-6см ст/б 720мл,КОНСЕРВАЦИЯ,899
ГРИБЫ ШАМПИНЬОНЫ ЦЕЛЫЕ LORADO ж/б 425мл,КОНСЕРВАЦИЯ,899
ПАТИССОНЫ МАРИНОВАННЫЕ GLOBUS ст/б 720мл,КОНСЕРВАЦИЯ,805
ГРИБЫ ШАМПИНЬОНЫ РЕЗАНЫЕ LETTO ж/б 850мл,КОНСЕРВАЦИЯ,849
ИКРА ОВОЩНАЯ ЛЮБИТЕЛЬСКАЯ MARINELLE ст/б 500мл,КОНСЕРВАЦИЯ,589
ОГУРЦЫ GLOBUS 6-9 см ст/б 720мл,КОНСЕРВАЦИЯ,599
ТОМАТЫ ЧЕРРИ GLOBUS ст/ба 720гр,КОНСЕРВАЦИЯ,599
ФАСОЛЬ КРАСНАЯ В СОУСЕ ЧИЛИ БОНДЮЭЛЬ 430гр,КОНСЕРВАЦИЯ,450
КУКУРУЗА МАРИНОВАННАЯ LORADO ж/б 425мл,КОНСЕРВАЦИЯ,399
ГРИБЫ ШАМПИНЬОНЫ ЦЕЛЫЕ LETTO ж/б 425мл,КОНСЕРВАЦИЯ,510
ГРИБЫ ШАМПИНЬОНЫ РЕЗАНЫЕ LETTO ж/б 425мл,КОНСЕРВАЦИЯ,455
ГОРОШЕК ЗЕЛЕНЫЙ GREEN GARDEN ж/б 425гр,КОНСЕРВАЦИЯ,389
КУКУРУЗА СЛАДКАЯ В ЗЕРНАХ БОНДЮЭЛЬ ж/б 425гр,КОНСЕРВАЦИЯ,379
МАСЛИНЫ ЧЕРНЫЕ БЕЗ КОСТОЧЕК SUPER ITLV 180/220 ж/б 370мл,КОНСЕРВАЦИЯ,675
